都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,備考,2018.01.14修正
北海道,"厚真町,",排水路設計厚真町,"基準点,基準点","2級,,3級","3point,8point",助言14.02.01A0517室蘭開発建設部,㈱アルト技研,"14.02.01
14.03.20",,
北海道,"岩見沢市,",大願川局部改良工事,基準点,2級,2point,助言14.02.01A0518北海道　札幌土木現業所,㈱虎ノ門コンサルタンツ,"14.02.01
14.03.25",,
北海道,"富良野市,",一般国道38号富良野市,基準点,2級,19point,助言14.02.08A0520旭川開発建設部,五大建設コンサルタント㈱,"14.02.08
14.05.31",,
北海道,"厚真町,",用水路設計,"基準点,基準点","2級,,3級","1point,3point",助言14.02.08A0521室蘭開発建設部,㈱ランドプランニング,"14.02.08
14.03.20",,
北海道,"厚真町,",用水路設計,"基準点,基準点","2級,,3級","3point,7point",助言14.02.08A0522室蘭開発建設部,太陽コンサルタンツ㈱,"14.02.08
14.03.25   ",,
北海道,"美唄市,",河川距離標設置,基準点,2級,3point,助言14.02.08A0523北海道　札幌土木現業所,㈱伊藤建設コンサルタント,"14.02.08
14.03.25",,
北海道,"斜里町,",畑地帯総合土地改良,"基準点,水準","3級,,3級","30point,11.2km",助言14.02.13A0524網走開発建設部,㈱アルト技研,"14.02.13
14.02.22",,
北海道,"南茅部町,",地形調査南茅部町,基準点,3級,4point,助言14.02.19A0525北海道　函館土木現業所,㈱エース土木設計,"14.02.19
14.03.20",,
北海道,"厚真町,",用水路設計,"基準点,基準点","2級,,3級","3point,11point",助言14.02.22A0526室蘭開発建設部,"北海道農業土木コンサルタント
㈱","14.02.22
14.03.15",,
北海道,"厚真町,",用水路設計勇払東部,"基準点,基準点","2級,,3級","4point,8point",助言14.02.22A0527室蘭開発建設部,㈱ドーコン,"14.02.22
14.03.15",,
北海道,"岩見沢市,",１級基準点の設置,基準点,1級,2point,助言14.03.01A0528岩見沢市,㈱高陽技研,"14.03.01
14.05.31",,
北海道,"北広島市,",緑地保全用地測量,基準点,3級,5point,助言14.03.01A0529北海道　札幌土木現業所,和光技研㈱,"14.03.04
14.03.25",,
北海道,"瀬棚町,",東大里瀬棚停車場線防雪工,基準点,3級,5point,助言14.03.01A0530北海道　函館土木現業所,㈱小林土木工業所,"14.03.01
14.03.20",,
北海道,"斜里町,",畑総土地改良(斜里町東5線南7号),基準点,3級,20point,助言14.03.01A0531網走開発建設部,"北海道農業土木コンサルタント
㈱","14.03.01
14.03.08",,
北海道,"斜里町,",畑総土地改良（斜里町字朱,"基準点,水準","3級,,3級","19point,8.9km",助言14.03.01A0532網走開発建設部,㈱アルト技研,"14.03.01
14.03.08",,
北海道,"斜里町,",畑総土地改良(斜里町東1線南5号),"基準点,水準","3級,,3級","9point,9.8km",助言14.03.01A0533網走開発建設部,クリエイト設計㈱,"14.03.01
14.03.08",,
北海道,"斜里町,",畑総土地改良(斜里町三井),"基準点,水準","3級,,3級","20point,14.2km",助言14.03.01A0534網走開発建設部,㈱三祐コンサルタンツ,"14.03.01
14.03.08",,
北海道,"斜里町,清里町,",畑総土地改良(清里町・斜里,"基準点,水準","3級,,3級","19point,17km",助言14.03.01A0535網走開発建設部,サンスイコンサルタント㈱,"14.03.01
14.03.08",,
北海道,"南茅部町,",南茅部大船１急傾斜地工事,基準点,3級,2point,助言14.03.01A0536北海道　函館土木現業所,㈱ダイヤコンサルタント,"14.03.01
14.03.27",,
北海道,"別海町,",道路改築のための路線測量,基準点,3級,4point,助言14.03.07A0537北海道　釧路土木現業所,㈱シー・イー・サービス,"14.03.07
14.03.20",,
北海道,"平取町,",平取ダム貯水池平面図作成の為,数値図化,2500,15.2KM2,助言14.03.15A0538室蘭開発建設部,三和航測㈱,"14.03.15
14.06.12",,
北海道,"今金町,",丹羽今金線交通安全施設工,基準点,3級,1point,助言14.03.15A0539北海道　函館土木現業所,㈱シー・イー・サービス,"14.03.15
14.03.31",,
北海道,"今金町,",今金北檜山線防雪工事,基準点,3級,3point,助言14.03.15A0540北海道　函館土木現業所,㈱三友コンサルタント,"14.03.15
14.03.26",,
北海道,"鵡川町,門別町,平取町,",直轄河川基準点測量,基準点,2級,32point,助言14.03.19A0541室蘭開発建設部,北洋コンサルタント㈱,"14.03.19
14.04.03",,
北海道,"浜中町,",環境保全型かんがい排水事業,基準点,3級,7point,助言14.03.22A0542釧路開発建設部　釧路農業事務所,和光技研㈱,"14.03.22
14.03.28",,
北海道,"白糠町,",道路概略設計,基準点,3級,3point,助言14.03.25A0543白糠町,㈱シビテック,"14.03.25
14.03.31",,
北海道,"白老町,",砂防計画,数値図化,2500,50.4KM2,助言14.03.22A0544室蘭開発建設部,㈱シン技術コンサル,"14.03.22
14.03.29",,
北海道,"池田町,豊頃町,幕別町,",河川計画,"数値図化,空三,水準","2500,,12500,,簡級","49.2KM2,26M,24.4km",助言14.03.26A0545帯広開発建設部,㈱シン技術コンサル,"14.03.26
14.10.18",,
北海道,"女満別町,",農道調査設計女満別町,基準点,3級,12point,助言14.03.29A0546北海道　網走支庁,㈱富士雄設計コンサルタント,"14.03.29
14.10.10",,
青森県,"西目屋村,",ダム計画,写測図化,1000,6.5KM2,助言13.04.06B0001東北地方整備局津軽ダム工事事務所,アジア航測㈱,"13.03.08
13.07.31",,
青森県,"青森市,",地盤沈下調査,"水準,水準","1級,,2級","3km,12km",助言13.04.09B0002青森県,東北測量㈱,"13.05.10
13.06.10",,
青森県,"東通村,むつ市,大畑町,六ケ所村,横浜町,",森林計画,撮影,16000,693KM2,助言13.04.16B0006青森県,アジア航測㈱,"13.05.14
13.10.31",,
青森県,"青森市,",地盤変動調査,水準,1級,10km,助言13.04.20B0010東北地方整備局青森港湾工事事務所,東北測量㈱,"13.05.25
13.09.28",,
青森県,"青森市,",地盤沈下調査,"水準,水準","1級,,2級","40km,40km",助言13.04.24B0015青森市,東北測量㈱,"13.05.25
13.06.24",,
青森県,"弘前市,",下水道計画,"カラー撮影,空三,数値図化,水準","4000,,4000,,500,,3級","7.8KM2,23M,1.3KM2,25km",助言13.05.21B青森県　弘前市,"㈱パスコ
0022","13.04.23
13.09.28",,
青森県県境宮城県,"六ケ所村,三沢市,県境大和町,鳴瀬町",用地測量,"基準点,地上数値法,基準点,地上数値法","4級,,500,,4級,,500","03KM2,0.3KM2,1point,266.5KM2",助言13.06.14B仙台防衛施設局,"（株）ダイテック　（株）コサカ技研
（株）アイテック
0032（株）岩手開発測量設計　東北ｴﾝ
ｼﾞﾆｱﾘﾝｸﾞ　佐藤技術（株）
大橋調査（株）　根本測量（株）
（株）英和技術コンサルタント
（株）ウジイエ","13.06.01
13.07.31",,
青森県,"五戸町,",下水道計画,"撮影,数値図化,空三,水準","4000,,500,,3級","4.5KM2,1KM2,63M,20.5km",助言13.06.08B0033青森県　五戸町,㈱パスコ,"13.04.27
13.08.05",,
青森県,"小泊村,",道路災害,"数値図化,空三,水準,撮影","1000,,,,簡級,,6000","0.3KM2,4M,3km,2.3KM2",助言13.07.05B0048青森県　五所川原土木事務所,㈱復建技術コンサルタント,"13.07.10
13.08.31",,
青森県,"三沢市,",都市計画,"カラー撮影,空三,水準","15000,,,,簡級","71KM2,17M,35.5km",助言13.07.03B0053青森県　三沢市,東北測量㈱,"13.07.10
13.12.21",,
青森県,"むつ市,五所川原市,木造町,鶴田町,柏村,三沢市,十和田市,七戸町,上北町,岩木町,鰺ヶ沢町,",総合計画(青森県防災GIS),"写測修正,数値図修正,カラー撮影,写測図化,空三","2500,,2500,,12500,,2500,,","301.7KM2,301.7KM2,64KM2,54KM2,35M",助言13.07.24B青森県,"(株)青森データシステム
0064㈱みちのく計画","13.07.21
14.03.08",,
青森県,"東通村,",総合計画,"カラー撮影,水準,数値図化,空三,数値図修正","4000,,3級,,500,,2500","5KM2,11.1km,1.5KM2,21M,1.5KM2",助言13.07.30B青森県　東通村,"㈱みちのく計画
0073","13.07.30
14.03.20",,
青森県,"青森市,",土地区画整理,"基準点,地上数値法,座標変換,座標変換,座標変換","3級,,500,,2級,,3級,,4級","25point,0.9KM2,6point,25point,400point",助言13.08.21B青森市浜田土地区画整理組合,"㈱みちのく計画
0086","13.08.08
15.03.20",,
青森県,"蟹田町,蓬田村,",道路計画,"撮影,数値図化,空三,水準","8000,,1000,,,,簡級","16.3KM2,1.5KM2,13M,14km",助言13.08.21B青森県　青森土木事務所,"東北測量㈱
0091","13.08.08
13.12.24",,
青森県,"木造町,",下水道計画,"写測図化,既成図数値化","1000,,1000","0.6KM2,1.3KM2",助言13.08.27B0103青森県  木造町,㈱みちのく計画,"13.09.01
14.03.20",,
青森県,"八戸市,",総合計画,"基準点,基準点,地上数値法","2級,,3級,,250","1point,7point,",助言13.09.07B0106仙台防衛施設局,㈱コサカ技研,"13.09.29
14.02.28",,
青森県,"黒石市,",総合計画,"数値図修正,平板","500,,500","0.1KM2,1.8KM2",助言13.08.31B0109青森県　黒石市,㈱みちのく計画,"13.09.01
14.03.25",,
青森県,"八戸市,",固定資産税現況調査,カラー撮影,5000,214KM2,助言13.09.06B0113青森県　八戸市,㈱パスコ,"13.09.01
14.11.30",,
青森県,"八戸市,",地盤変動調査,水準,1級,63km,助言13.09.11B0118八戸市,㈱青秋,"13.09.08
14.01.15",,
青森県,"蟹田町,",下水道計画,数値図化,500,0.2KM2,助言13.09.13B0119青森県　蟹田町,㈱パスコ,"13.09.05
13.11.30",,
青森県,"青森市,",道路台帳,"基準点,基準点,地上数値法,地上数値法","2級,,3級,,500,,1000","17point,40point,1KM2,0.5KM2",助言13.10.02B0128青森市,㈱しんとう計測,"13.09.19
14.02.28",,
青森県,"むつ市,",下水道台帳,既成図数値化,500,0.1KM2,助言13.09.27B0130青森県　むつ市,㈱みちのく計画,"13.09.21
13.11.30",,
青森県,"六ケ所村,",下水道計画,"カラー撮影,空三,数値図化,基準点,水準,既成図数値化","4000,,,,500,,3級,,3級,,500","3.2KM2,11M,1KM2,11point,8.4km,0.5KM2",助言13.10.03B0140青森県  六ケ所村,㈱みちのく計画,"13.10.05
14.01.31",,
青森県,"佐井村,",下水道計画,"基準点,基準点,基準点,平板,既成図数値化,水準","2級,,3級,,4級,,500,,500,,3級","3point,4point,24point,0.1KM2,0.1KM2,2km",助言13.10.18B0155佐井村,㈱日本水道設計社,"13.09.25
14.03.18",,
青森県,"平賀町,",下水道計画,数値図化,500,0.4KM2,助言13.10.24B0159青森県　平賀町,㈱みちのく計画,"13.10.10
14.01.31",,
青森県,"碇ケ関村,",道路台帳,"撮影,撮影,空三,水準","5000,,8000,,,,簡級","3.2KM2,6.8KM2,11M,15km",助言13.11.09B青森県　碇ヶ関村,"㈱パスコ
0172","13.10.23
14.02.15
",,
青森県,"五所川原市,",固定資産税現況把握,"カラー撮影,カラー撮影,写真図","5000,,12500,,1000","15.4KM2,84.8KM2,15.4KM2",助言13.11.09B青森県　五所川原市,"朝日航洋㈱
0173","13.05.15
15.02.28
",,
青森県,"今別町,平内町,蟹田町,蓬田村,",森林計画,既成図数値化,5000,164.6KM2,助言13.11.13B0176青森県,(株)青森データシステム,"13.12.01

14.03.31",,
青森県,"深浦町,",道路計画,"カラー撮影,水準,空三,数値図化","10000,,簡級,,1000","5.5KM2,2.5km,4M,0.9KM2",助言13.11.14B0177青森県　西北地方漁港事務所,国際航業㈱,"13.11.19
14.01.10",,
青森県,"弘前市,",17条地図,"基準点,基準点,地上数値法","2級,,3級,,500","2point,17point,0.3KM2",助言13.11.21B0178青森地方法務局,㈱大成ｺﾝｻﾙ,"13.11.19
14.03.31",,
青森県,"十和田市,",固定資産現況把握,"カラー撮影,写真図","8000,,1000","78.7KM2,78.7KM2",助言13.11.19B青森県　十和田市,"朝日航洋㈱
0180","13.05.15
15.02.28",,
青森県,"横浜町,",下水道計画,"基準点,基準点,水準,平板,既成図数値化","3級,,4級,,4級,,500,,500","3point,8point,2.3km,,",助言13.11.22B0184青森県　横浜町,日本水工設計㈱,"13.11.22
14.03.20",,
青森県,"脇野沢村,",下水道計画,"基準点,水準,地上数値法","3級,,3級,,500","6point,2.6km,0.2KM2",助言13.12.10B脇野沢村,"㈱みちのく計画
0193","13.12.10
14.02.20",,
青森県,"今別町,",鉄道計画,"カラー撮影,写測図化,空三,水準","4000,,500,,,,簡級","0.7KM2,0.7KM2,9M,3.8km",助言13.12.11B日本鉄道建設公団盛岡支社,"大同情報技術㈱
0194","13.11.27
14.03.19",,
青森県,"十和田市,",下水道計画,"カラー撮影,数値図化,空三,水準","5000,,500,,,,簡級","17.3KM2,0.2KM2,141M,30km",助言14.01.07B青森県　十和田市,"東武計画㈱
0209","13.12.21
14.03.20   ",,
青森県,"大間町,東通村,五戸町,むつ市,横浜町,野辺地町,六ケ所村,三沢市,",森林調査,写真図,5000,97KM2,助言14.02.05B0228青森県,(株)青森データシステム,"14.01.31
14.03.25",,
青森県,"下田町,六戸町,上北町,天間林村,五所川原市,柏村,森田村,",道路計画,"カラー撮影,空三,写測図化,写測図化,写測修正,写測修正","10000,,,,1000,,2500,,1000,,2500","85KM2,31M,1.4KM2,1.2KM2,12.7KM2,31.1KM2",助言14.02.05B0229東北地方整備局青森工事事務所,国際航業㈱,"14.02.04
14.03.20",,
青森県,"青森市,",総合計画,"撮影,空三,写測図化,数値図化,既成図数値化,水準","8000,,,,1000,,1000,,1000,,簡級","16.2KM2,17M,6.5KM2,6.5KM2,17.5KM2,14km",助言14.03.27B0268青森市,(株)青森データシステム,"14.03.25
14.10.31",,
岩手県,"盛岡市,雫石町,紫波町,石鳥谷町,北上市,花巻市,東和町,宮守村,湯田町,江刺市,水沢市,胆沢町,前沢町,一関市,川崎村,藤沢町,花泉町,",河川基盤地図作成,"既成図数値化,数値図化,空三,水準","2500,,2500,,,,簡級","120.6KM2,5.1KM2,13M,25.5km",助言13.05.07B東北地方整備局岩手工事事務所,"アジア航測㈱
0005","13.03.17
13.07.30",,
岩手県,"東和町,宮守村,遠野市,江刺市,住田町,大東町,東山町,千厩町,川崎村,室根村,藤沢町,",森林計画,撮影,20000,1196KM2,助言13.04.16B0007岩手県,㈱中庭測量コンサルタント,"13.04.25
13.10.31",,
岩手県,"山田町,",道路計画,"基準点,平板","4級,,500","28point,0.1KM2",助言13.04.20B山田町,"㈱鈴木測量設計
0008","13.04.01
13.05.31",,
岩手県,"平泉町,",文化財調査,"基準点,水準,地上数値法,既成図数値化,数値図修正","2級,,3級,,500,,500,,2500","3point,2.7km,0.1KM2,1.1KM2,22.5KM2",助言13.04.24B0013岩手県,第一航業㈱,"13.03.29
13.07.20",,
岩手県,"東山町,",下水道計画,撮影,4000,9.7KM2,助言13.04.26B0016岩手県　　東山町,第一航業㈱,"13.04.17
13.06.22",,
岩手県,"湯田町,",下水道計画,数値図化,500,0.3KM2,助言13.05.10B0017岩手県　湯田町,朝日航洋㈱,"13.04.28
13.07.15",,
岩手県,"岩泉町,",農道計画,基準点,3級,18point,助言13.07.06B0057緑資源公団東北支社下閉伊北事務所,東北エンジニアリング（株）,"13.07.09
13.11.15",,
岩手県,"山田町,",用地測量,"基準点,地上数値法","2級,,500","0.1KM2,0.1KM2",助言13.07.10B仙台防衛施設局,"佐藤技術株式会社
0060","13.07.03
13.10.31",,
岩手県,"前沢町,",ほ場整備,"撮影,写測図化,空三,水準","8000,,1000,,,,簡級","21.9KM2,1.5KM2,4M,4km",助言13.07.16B岩手県　前沢町,"第一航業㈱
0061","13.07.03
13.10.30",,
岩手県,"滝沢村,",林道台帳,"基準点,基準点,地上数値法","3級,,4級,,1000","3point,1KM2,1KM2",助言13.07.30B0072滝沢村,東栄測量㈱,"13.08.01
14.01.25",,
岩手県,"水沢市,",道路計画,"基準点,基準点,水準","2級,,3級,,3級","2point,2point,4KM2",助言13.08.01B0075水沢市役所,㈱東開技術,"13.07.02
14.01.07",,
