都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,2018.01.09修正
宮城県,"石越町,",農業基盤整備,"撮影,写測図化","8000,,1000","40.5KM2,9.7KM2",宮城県石越町助言620904B0109,アジア航測(株),"62.08.27,63.03.10",621135,,
宮城県,"鳴子町,花山村,",道路計画,"撮影,写測図化","125000,,2500","20.1KM2,4.5KM2",宮城県築館土木事務所助言621124B0185,アジア航測(株),"62.11.10,63.01.31",,,
宮城県,"仙台市,",敷地管理に伴う敷地求積図,"撮影,写測図化","4000,,500","1.4KM2,0.2KM2",東北大学助言630203B0259,アジア航測(株),"63.01.30,63.03.30",,,
宮城県,"石越町,",農業基盤整備事業,"撮影,写測図化","8000,,1000","13.8KM2,2.0KM2",宮城県石越町助言630304B0275,アジア航測(株),"63.02.15,63.03.30",622304,,
宮城県,"東和町,中田町,登米町,志津川町,津山町,雄勝町,",森林計画,撮影,16000,475.0KM2,宮城県助言620430B0010,(株)協同測量社,"62.04.30,62.10.31",620099,,
宮城県,"南郷町,",ほ場整備,"撮影,写測図化,水準","8000,,1000,,3級","31.1KM2,7.5KM2,3point",宮城県南郷町助言621028B0160,セントラル航業(株),"62.10.27,63.03.09",621584,,
宮城県,"石巻市,矢本町,豊里町,登米町,桃生町,河南町,気仙沼市,本吉町,歌津町,",道路計画,"撮影,撮影,撮影,撮影,写測図化,写測修正","8000,,12500,,25000,,30000,,2500,,2500","65.0KM2,456.0KM2,448.0KM2,386.0KM2,19.6KM2,11.3KM2",仙台工事事務所助言621210B0214,"朝日航洋(株),アジア航測(株)","62.11.28,63.01.25",621883,,
宮城県,"岩出山町,",ほ場整備,"撮影,写測図化","8000,,1000","7.4KM2,1.1KM2",宮城県岩出山町助言630330B0285,朝日航洋(株),"63.03.17,63.04.20",,,
宮城県,"鳴瀬町,松島町,鹿島台町,大郷町,大和町,富谷町,",河川計画,カラー撮影,8000,34.0KM2,北上川下流工事事務所助言621028B0162,(株)日測,"62.10.29,63.02.18",621586,,
宮城県,"秋保町,",道路計画,写測図化,2500,14.0KM2,山形県道路公社助言630120B0250,国際航業(株),"63.01.20,63.03.25",622093*,,
宮城県,"松山町,",都市計画,写測図化,2500,5.6KM2,宮城県松山町助言630209B0266,国際航業(株),"63.02.08,63.03.25",622197,,
宮城県,"富谷町,",都市計画,"写測図化,写測修正","2500,,2500","1.6KM2,7.7KM2",宮城県富谷町助言620715B0055,(株)パスコ,"62.07.10,62.09.30",620724,,
宮城県,"大衡村,",都市計画,"写測図化,写測修正","2500,,2500","5.0KM2,7.8KM2",宮城県大衡村助言621214B0226,(株)パスコ,"62.11.18,63.03.20",621903,,
宮城県,"仙台市,",鉄道管理,写測図化,500,1.6KM2,日本国有鉄道清算事業団東北資産管理部助言630120B0249,(株)パスコ,"63.01.12,63.03.31",,,
宮城県,"古川市,",道路台帳,写測図化,1000,0.2KM2,岩手県宮古市助言630307B0279,(株)パスコ,"63.02.08,63.03.20",,,
宮城県,"松島町,鹿島台町,大郷町,",河川計画,写測図化,2500,60.0KM2,北上川下流工事事務所助言620615B0030,アジア航測(株),"62.06.01,62.10.31",,,
宮城県,"大和町,富谷町,",河川管理,写測図化,2500,11.9KM2,北上川下流工事事務所助言620715B0058,セントラル航業(株),"62.07.20,62.10.31",620721,,
宮城県,"桃生町,津山町,北上町,",河川計画,写測修正,2500,24.1KM2,北上川下流工事事務所助言621012B0147,国際航業(株),"62.09.30,63.01.20",621426,,
宮城県,"古川市,",都市計画,"写測修正,編集","2500,,10000","45.0KM2,45.0KM2",宮城県古川市助言621020B0152,朝日航洋(株),"62.09.01,62.10.30",621489,,
宮城県,"大和町,",郵便地図調製,編集,10000,1644.0KM2,東北郵政局助言620427B0005,直営,"62.05.11,62.06.30",,,
宮城県,"仙台市,岩沼市,丸森町,",郵便地図調製,編集,10000,2515.0KM2,東北郵政局助言620624B0037,直営,"62.06.20,62.07.31",,,
秋田県,"秋田市,",工業団地造成,"基準点,平板","2級,,500","4point,0.2KM2",秋田市土地開発公社助言620817B0095,(株)八州,"62.07.06,62.09.30",,,
秋田県,"森吉町,",ダム計画,基準点,2級,20point,阿仁川ダム調査事務所助言621028B0165,(株)パスコ,"62.10.01,63.01.30",,,
秋田県,"能代市,",土地区画整理,"基準点,平板","2級,,500","5point,0.1KM2",秋田県横手市助言621007B0136,〔社〕秋田県土地区画整理協会,"62.10.01,62.11.30",,,
秋田県,"矢島町,",土地区画整理,"基準点,基準点,平板","2級,,1級,,500","4point,2point,0.2KM2",秋田県矢島町助言621028B0158,〔社〕秋田県土地区画整理協会,"62.10.24,62.12.25",,,
秋田県,"秋田市,",土地区画整理,"基準点,平板","2級,,500","5point,0.1KM2",財団法人秋田市都市建設公社助言630224B0267,有限会社糸井測量設計事務所,"62.10.01,63.03.20",,,
秋田県,"秋田市,",道路計画,"基準点,水準","3級,,3級","2point,2point",秋田工事事務所助言620715B0053,(株)創建コンサルタント,"62.06.30,62.08.20",,,
秋田県,"秋田市,",土地区画整理,"基準点,平板","3級,,500","10point,0.2KM2",秋田市新屋西地区土地区画整理組合助言621124B0183,糸井測量設計事務所,"62.05.01,63.01.31",,,
秋田県,"藤里町,",境界確定,基準点,3級,4point,秋田営林局助言620526B0019,直営,"62.05.28,62.06.20",,,
秋田県,"大曲市,",土地区画整理,平板,500,0.1KM2,秋田県大曲市助言620723B0065,東邦技術(株),"62.06.02,62.08.31",,,
秋田県,"大館市,河辺町,阿仁町,鹿角市,田沢湖町,西木村,",道路計画,"撮影,写測図化,撮影","8000,,1000,,12500","79.8KM2,9.4KM2,376.2KM2",秋田県北秋田土木事務所助言621110B0174,国際航業(株),"62.10.30,63.01.30",621688,,
秋田県,"大館市,",都市計画,"撮影,写測修正","12500,,2500","159.4KM2,159.4KM2",秋田県大館市助言620727B0072,(株)八州,"62.05.14,63.03.20",620821,,
秋田県,"西目町,",下水道計画,"撮影,写測図化","12500,,2500","28.3KM2,9.1KM2",秋田県西目町助言621124B0190,(株)写測,"62.11.20,63.02.29",621768,,
秋田県,"田沢湖町,",道路台帳,"撮影,写測図化","8000,,1000","25.7KM2,0.6KM2",秋田県田沢湖町助言621110B0177,(株)パスコ,"62.10.25,62.12.10",621691,,
秋田県,"森吉町,",貯水池周辺地形図,"撮影,写測図化","8000,,1000","10.3KM2,7.0KM2",阿仁川ダム調査事務所助言620928B0130,アジア航測(株),"62.08.19,63.02.16",,,
秋田県,"能代市,二ツ井町,峰浜村,藤里町,八森町,",森林計画,撮影,20000,710.0KM2,秋田県助言620601B0022,東北測量(株),"62.05.22,62.09.30",620319,,
秋田県,"大館市,鷹巣町,田代町,",道路計画,"撮影,写測図化","12500,,2500","73.7KM2,12.5KM2",能代工事事務所助言621225B0234,"東北測量(株),(株)パスコ,アジア航測(株)","62.12.01,63.03.25",621977,,
秋田県,"太田町,",ほ場整備,"撮影,写測図化","8000,,1000","9.5KM2,1.8KM2",秋田県太田町助言621007B0141,セントラル航業(株),"62.09.28,63.02.20",621396,,
秋田県,"秋田市,横手市,大曲市,",都市計画,"撮影,撮影,写測図化","4000,,12500,,500","9.7KM2,18.4KM2,1.7KM2",日本国有鉄道清算事業団東北資産管理部助言621204B0206,朝日航洋(株),"62.11.21,63.03.25",621836,,
秋田県,"森吉町,",ダム計画,写測図化,2500,16.4KM2,阿仁川ダム調査事務所助言620918B0118,国際航業(株),"62.09.12,62.11.15",621205,,
秋田県,"大曲市,",都市計画,"写測図化,写測修正","2500,,2500","51.0KM2,39.0KM2",秋田県大曲市助言620817B0094,(株)八州,"62.04.20,62.10.31",620947,,
秋田県,"大館市,",ほ場整備,写測図化,1000,2.0KM2,秋田県大館市助言630203B0260,(株)パスコ,"62.12.19,63.03.25",,,
秋田県,"秋田市,",河川改修計画,写測図化,2500,4.2KM2,秋田工事事務所助言6210●B0159,朝日航洋(株),"62.10.19,62.11.17",,,
秋田県,"秋田市,",郵便地図調製,編集,10000,1644.0KM2,東北郵政局助言620427B0005,直営,"62.05.11,62.06.30",,,
秋田県,"西目町,由利町,仁賀保町,金浦町,",郵便地図調製,編集,10000,2515.0KM2,東北郵政局助言620624B0037,直営,"62.06.20,62.07.31",,,
山形県,"山形市,",土地区画整理,"基準点,水準","2級,,3級","2point,2point",山形市平清水土地区画整理組合助言620410B0002,(株)田村測量設計事務所,"62.04.10,62.06.30",,,
山形県,"長井市,",土地区画整理,"基準点,平板","2級,,500","6point,0.1KM2",山形県長井市助言620817B0096,(株)田村測量設計事務所,"62.08.10,62.10.31",,,
山形県,"東根市,",土地区画整理,"基準点,平板","2級,,500","4point,0.1KM2",山形県東根市助言621020B0156,関東測量設計(株),"62.11.01,62.12.10",,,
山形県,"河北町,",土地区画整理,"基準点,平板","2級,,500","5point,0.1KM2",河北町所岡中部土地区画整理組合助言620817B0098,〔財〕山形県土地区画整理協会,"62.08.15,63.02.10",,,
山形県,"新庄市,",土地区画整理,基準点,2級,5point,山形県新庄市助言621110B0179,〔財〕山形県土地区画整理協会,"62.11.09,62.12.28",,,
山形県,"天童市,",土地区画整理,"基準点,平板","2級,,500","2point,0.1KM2",天童市清池第二土地区画整理組合助言621110B0180,〔財〕山形県土地区画整理協会,"62.11.02,63.02.25",,,
山形県,"南陽市,",道路計画,"基準点,平板","3級,,1000","6point,0.1KM2",山形工事事務所助言630113B0239,サンコーコンサルタント(株),"62.11.15,63.03.31",,,
山形県,"寒河江市,",道路計画,"基準点,水準,平板","3級,,3級,,1000","3point,10.0km,0.8KM2",山形工事事務所助言630113B0240,(株)寒河江測量設計事務所,"62.10.28,63.02.29",,,
山形県,"真室川町,",道路計画,"基準点,平板","3級,,1000","2point,0.1KM2",山形工事事務所助言620729B0069,(株)双葉建設コンサルタント,"62.06.30,62.10.20",,,
山形県,"尾花沢市,舟形町,",道路計画,"基準点,基準点,水準","3級,,4級,,3級","1point,3.6km,4.7km",山形工事事務所助言621210B0211,(株)光生エンジニアリング,"62.11.25,62.12.27",,,
山形県,"山形市,",地盤変動調査,水準,2級,62.4km,山形県山形市助言621110B0181,(株)田村測量設計事務所,"62.11.10,63.01.25",621695,,
山形県,"天童市,",地盤変動調査,水準,2級,18.0km,山形県天童市助言621214B0224,(株)三和技術コンサルタント,"62.12.07,63.02.25",621901,,
山形県,"米沢市,",地盤変動調査,水準,2級,38.0km,山形県米沢市助言621028B0161,(株)春日測量設計,"62.10.19,62.12.26",621585,,
山形県,"東根市,",道路計画,平板,1000,1.1KM2,山形工事事務所助言620615B0029,(株)東京建設コンサルタント,"62.05.30,62.08.10",,,
山形県,"酒田市,",確定測量,平板,500,0.5KM2,酒田市土地開発公社助言620624B0038,(有)高橋測量事務所,"62.06.20,62.07.31",,,
山形県,"八幡町,",土地区画整理,平板,500,0.1KM2,山形県八幡町助言620430B0009,〔財〕山形県土地区画整理協会,"62.05.01,62.06.10",,,
山形県,"河北町,",道路台帳,"撮影,写測図化","4000,,500","20.0KM2,0.2KM2",山形県河北町助言630203B0257,東日本航空(株),"63.01.11,63.03.31",,,
山形県,"新庄市,",都市計画,"撮影,撮影,写測修正,写測修正","12500,,30000,,2500,,10000","72.0KM2,156.0KM2,30.0KM2,65.0KM2",山形県新庄市助言620521B0016,国際航業(株),"62.05.20,62.07.30",620229,,
山形県,"酒田市,遊佐町,八幡町,平田町,",農地開発,"撮影,写測図化,写測図化","8000,,2500,,1000","116.0KM2,1.0KM2,4.5KM2",東北農政局助言621030B0171,国際航業(株),"62.11.02,63.02.27",621617,,
山形県,"白鷹町,",下水道計画,"撮影,写測図化","4000,,500","3.8KM2,1.3KM2",山形県白鷹町助言620706B0048,(株)パスコ,"62.07.01,62.09.30",620592,,
山形県,"長井市,",下水道計画,"撮影,撮影,撮影,写測図化","4000,,12500,,20000,,500","8.0KM2,94.0KM2,223.0KM2,1.4KM2",山形県長井市助言621028B0166,アジア航測(株),"62.10.24,62.12.25",621590,,
山形県,"山形市,鶴岡市,酒田市,米沢市,新庄市,",都市計画,"撮影,写測図化","12500,,2500","25.9KM2,2.9KM2",日本国有鉄道清算事業団助言621130B0196,アジア航測(株),"62.11.10,63.01.24",,,
山形県,"米沢市,",砂防計画,"撮影,写測図化,編集","12500,,2500,,2500","46.1KM2,8.0KM2,50.0KM2",福島工事事務所助言621214B0222,アジア航測(株),"62.12.01,63.02.15",621899*,,
山形県,"最上町,",歴史の道復元整備計画,"撮影,写測図化","4000,,500","5.0KM2,1.3KM2",山形県最上町助言620521B0014,セントラル航空測量(株),"62.05.14,62.09.07",,,
山形県,"河北町,",都市計画,"カラー撮影,写測図化","10000,,2500","17.0KM2,4.7KM2",山形県河北町助言621110B0178,東日本航空(株),"62.11.02,62.12.26",621692,,
山形県,"真室川町,金山町,鮭川村,新庄市,舟形町,大石田町,尾花沢市,村山市,東根市,寒河江市,上山市,南陽市,高畠町,米沢市,",道路改築計画資料(モザイク写真),カラー撮影,12500,400.2KM2,山形工事事務所助言620818B0105,(株)パスコ,"62.08.20,62.10.20",621042,,
山形県,"東根市,",道路台帳,写測図化,500,0.2KM2,山形県東根市助言620928B0126,東日本航空(株),"62.09.10,62.11.30",,,
山形県,"高畠町,長井市,",河川管理,写測図化,2500,6.0KM2,山形工事事務所助言621124B0192,国際航業(株),"62.11.25,63.02.29",,,
山形県,"山形市,",道路計画,写測図化,2500,14.0KM2,山形県道路公社助言630120B0250,国際航業(株),"63.01.20,63.03.25",622093*,,
山形県,"鶴岡市,酒田市,朝日町,",道路計画,写測図化,1000,12.0KM2,日本道路公団仙台建設局山形工事事務所助言620617B0033,(株)オオバ,"62.06.08,63.03.31",,,
山形県,"大石田町,村山市,東根市,",道路計画,写測図化,2500,12.4KM2,山形工事事務所助言621124B0187,(株)パスコ,"62.10.29,63.01.30",621765,,
山形県,"上山市,尾花沢市,舟形町,",道路計画,写測図化,1000,0.9KM2,山形工事事務所助言621221B0228,(株)パスコ,"62.12.01,62.12.25",,,
山形県,"新庄市,上山市,尾花沢市,",道路計画,写測図化,2500,10.8KM2,山形工事事務所助言630224B0268,(株)パスコ,"63.02.08,63.03.30",,,
山形県,"三川町,",都市計画,写測図化,2500,9.0KM2,山形県三川町助言620615B0031,アジア航測(株),"62.06.10,62.08.15",620427,,
山形県,"朝日村,",道路計画,写測図化,1000,0.5KM2,酒田工事事務所助言620715B0056,アジア航測(株),"62.06.25,62.08.31",,,
山形県,"三川町,",道路計画,写測図化,1000,6.2KM2,酒田工事事務所助言620904B0111,アジア航測(株),"62.08.27,62.10.30",621137,,
山形県,"南陽市,",道路計画,写測図化,2500,11.9KM2,山形工事事務所助言620928B0134,アジア航測(株),"62.08.13,62.12.10",621295,,
山形県,"南陽市,",都市計画,"写測図化,写測修正","500,,500","0.1KM2,0.3KM2",山形県南陽市助言621124B0184,アジア航測(株),"62.10.16,62.12.25",,,
山形県,"南陽市,高畠町,米沢市,",道路計画,写測図化,1000,1.0KM2,山形工事事務所助言621222B0231,アジア航測(株),"62.11.27,63.01.11",,,
山形県,"朝日村,",道路計画,写測図化,1000,3.2KM2,日本道路公団仙台建設局山形工事事務所助言630318B0282,アジア航測(株),"63.02.28,63.03.27",,,
山形県,"酒田市,",河川計画,写測図化,5000,2.3KM2,酒田工事事務所助言630325B0283,アジア航測(株),"63.02.17,63.03.30",,,
山形県,"尾花沢市,村山市,東根市,天童市,寒河江市,舟形町,大石田町,河北町,",森林計画,写測図化,16000,804.0KM2,山形県助言620427B0004,中日本航空(株),"62.05.01,62.10.31",620056,,
山形県,"山形市,",郵便地図調製,編集,10000,1644.0KM2,東北郵政局助言620427B0005,直営,"62.05.11,62.06.30",,,
山形県,"最上町,舟形町,",郵便地図調製,編集,10000,2515.0KM2,東北郵政局助言620624B0037,直営,"62.06.20,62.07.31",,,
福島県,"西会津町,",地すべり対策,"基準点,基準点","2級,,3級","6point,42point",福島県喜多方建設事務所助言621226B0236,(株)パスコ,"62.12.10,63.02.10",,,
福島県,"郡山市,三春町,船引町,大越町,小野町,",道路計画,"基準点,平板","2級,,1000","22point,11.5KM2",日本道路公団仙台建設局郡山工事事務所助言620918B0122,"(株)郡山測量設計社,前田設計(株),第一復建(株),中央復建コンサルタンツ(株),国際航業(株),大日コンサルタント(株)","62.10.01,63.09.30",,,
福島県,"いわき市,",国有林野所管換の為,"基準点,基準点","2級,,3級","5point,7point",いわき建設事務所助言620918B0121,日栄地質測量設計(株),"62.09.07,62.11.30",,,
福島県,"河東町,",土地区画整理,"基準点,平板","2級,,500","5point,0.5KM2",福島県河東町助言620904B0110,財団法人福島県区画整理協会,"62.09.10,62.10.31",,,
福島県,"会津坂下町,",土地区画整理,"基準点,平板","2級,,500","3point,0.1KM2",福島県会津坂下町助言621007B0137,財団法人福島県区画整理協会,"62.09.25,62.10.25",,,
福島県,"会津坂下町,",土地区画整理,"基準点,平板","2級,,500","5point,0.4KM2",福島県会津坂下町助言621012B0144,福島県区画整理協会,"62.10.05,63.03.20",,,
福島県,"郡山市,",土地区画整理,"基準点,平板","2級,,500","9point,0.6KM2",福島県郡山市助言621222B0230,福島県区画整理協会,"62.12.10,63.03.20",,,
福島県,"西郷村,",土地区画整理,"基準点,平板","2級,,500","7point,0.6KM2",福島県西郷村助言630209B0265,財団法人福島県区画整理協会,"63.01.22,63.03.25",,,
福島県,"三春町,",土地区画整理,"基準点,平板","2級,,500","6point,0.6KM2",福島県三春町助言630224B0270,三協技術(株),"63.02.18,63.03.30",,,
福島県,"いわき市,",道路計画,"基準点,基準点","3級,,4級","5point,3.3km",磐城国道工事事務所助言621210B0221,(株)復建技術コンサルタント,"62.12.01,63.02.29",,,
福島県,"都路村,",国有林野経営,基準点,3級,3point,前橋営林局助言630113B0241,(株)郡山測量設計社,"63.01.11,63.03.19",,,
福島県,"富岡町,",道路計画,基準点,3級,10point,福島県原町農地事務所助言621222B0232,(株)福建コンサルタント,"62.12.17,63.03.10",,,
福島県,"湯川村,",ほ場整備,"基準点,平板","3級,,500","5point,3.4KM2",福島県会津若松農地事務所助言620729B0070,新井田測量設計(有),"62.07.20,62.09.25",620842,,
福島県,"原町市,",地盤変動調査,水準,1級,44.0km,福島県原町市助言630125B0255,(株)福建コンサルタント,"63.01.18,63.03.15",622122,,
福島県,"須賀川市,郡山市,白沢村,大玉村,二本松市,福島市,保原町,梁川町,桑折町,",河川管理,"水準,縦横断","2級,,","85.0km,85.0km",福島工事事務所助言621012B0142,"(有)福島測量設計社,(有)安藤測量設計事務所,(株)南奥工測社,(株)建設相互測地社","62.09.21,62.11.30",,,
福島県,"郡山市,",下水道台帳,水準,3級,27point,福島県郡山市助言620615B0027,(株)日本技術ガイドセンター,"62.06.01,62.07.15",,,
福島県,"猪苗代町,",道路台帳,平板,500,0.7KM2,福島県猪苗代町助言620811B0091,(株)郡山測量設計社,"62.08.15,62.10.31",,,
福島県,"いわき市,",道路計画,縦横断,,26.0km,日本道路公団仙台建設局いわき工事事務所助言621020B0155,(株)東建工営,"62.11.01,63.03.31",,,
福島県,"伊達町,",都市計画,"撮影,写測修正,編集,編集","12500,,2500,,5000,,10000","30.0KM2,9.4KM2,9.4KM2,9.4KM2",福島県伊達町助言620601B0021,東日本航空(株),"62.05.18,62.08.15",620318,,
福島県,"会津若松市,会津高田町,本郷町,下郷町,",河川管理,"撮影,写測修正","12500,,2500","51.0KM2,12.0KM2",阿賀川工事事務所助言621124B0191,東日本航空(株),"62.09.30,63.02.24",621769,,
